name,main_category,sub_category,image,link,ratings,no_of_ratings,discount_price,actual_price
Lana Paws It's My Birthday Let's Pawty Dog Bandana Scarf (Size M-L),pet supplies,Dog supplies,https://m.media-amazon.com/images/I/81zDLP0PctL._AC_UL320_.jpg,https://www.amazon.in/Birthday-Bandana-Lana-Accessory-Adjustable/dp/B07FKFYBKY/ref=sr_1_5874?qid=1679214869&s=pet-supplies&sr=1-5874,4.3,65,₹350,₹450
Backstrap Beef Paddywack Tendons Backstrap Tendon Dog Chews - Premium Dog Chews - 100% Natural Pure Beef Chews for Dogs - ...,pet supplies,Dog supplies,https://m.media-amazon.com/images/I/713EqHHla8L._AC_UL320_.jpg,https://www.amazon.in/Backstrap-Paddywack-Tendons-Tendon-Chews/dp/B0BVGHCLWB/ref=sr_1_5875?qid=1679214869&s=pet-supplies&sr=1-5875,,,₹659,₹699
"VIVU Pet Hair Remover and Roller, Lint Roller and Remover from Furniture, Carpets, Bedding, Car seat and More",pet supplies,Dog supplies,https://m.media-amazon.com/images/I/512Qhxg+WxL._AC_UL320_.jpg,https://www.amazon.in/VIVU-Remover-Furniture-Carpets-Bedding/dp/B08P8XJLDR/ref=sr_1_5876?qid=1679214869&s=pet-supplies&sr=1-5876,3.9,32,₹449,"₹1,999"
"Signature Grain Zero Adult Dog Dry Food - 3 kg - Real Chicken, Eggs and Fresh Vegetables | Grain, Gluten & GMO Free",pet supplies,Dog supplies,https://m.media-amazon.com/images/I/51J63J49qZL._AC_UL320_.jpg,https://www.amazon.in/Signature-Grain-Zero-Adult-Food/dp/B0BVVCP6VG/ref=sr_1_5877?qid=1679214869&s=pet-supplies&sr=1-5877,,,"₹1,408","₹1,600"
VSIX VG Denim Waterproof Pet Dog cat Puppy Car Seat Cushion Safe Mat Car Travel Conductor seat Protector(with Pocket & Dog...,pet supplies,Dog supplies,https://m.media-amazon.com/images/I/81OUe0D4HSL._AC_UL320_.jpg,https://www.amazon.in/VSIX-Waterproof-Conductor-Protector-Universal/dp/B08RSN5QYF/ref=sr_1_5878?qid=1679214869&s=pet-supplies&sr=1-5878,3.2,18,₹350,₹699
"Pet Pajamas, Dog Clothes Pet Clothes, Small Dog Clothe Dog Jumpsuit for Cats Outdoor Indoor Dogs(Rose Red Dog Footprints, XS)",pet supplies,Dog supplies,https://m.media-amazon.com/images/I/61OSwOIbJNL._AC_UL320_.jpg,https://www.amazon.in/Pajamas-Clothes-Jumpsuit-Outdoor-Footprints/dp/B095RTGHWZ/ref=sr_1_5879?qid=1679214869&s=pet-supplies&sr=1-5879,,,,₹694
Naturovate Pet Stain and Odour Remover; Advanced bio-enzymatic and ecofriendly Cleaning Formula - 500mL,pet supplies,Dog supplies,https://m.media-amazon.com/images/I/71nbSBTwNTL._AC_UL320_.jpg,https://www.amazon.in/Naturovate-Advanced-bio-enzymatic-ecofriendly-Cleaning/dp/B0BNQ7KZZN/ref=sr_1_5880?qid=1679214869&s=pet-supplies&sr=1-5880,,,₹399,₹499
"MAISSEN Pet Dry Sheet, Cats and Dogs Reusable Pee Pad for Training and Hygiene (Medium)",pet supplies,Dog supplies,https://m.media-amazon.com/images/I/61FjyG13vjL._AC_UL320_.jpg,https://www.amazon.in/Maissen-Waterproof-Reusable-Washable-Hygenic/dp/B08L9G83FK/ref=sr_1_6145?qid=1679214874&s=pet-supplies&sr=1-6145,4.3,293,₹449,₹535
"24x7 eMall Folding Dog Ramp for Cars 62 x 15.5 x 3.5 Inches Black, 4 Times Folding (15.5 x 10 Inch) for Storage, Pet Car R...",pet supplies,Dog supplies,https://m.media-amazon.com/images/I/71LKHB0hs4L._AC_UL320_.jpg,https://www.amazon.in/24x7-eMall-Folding-Ramp-Pet/dp/B09GYKFS39/ref=sr_1_6146?qid=1679214874&s=pet-supplies&sr=1-6146,3.7,6,"₹3,800","₹12,999"
Cat Cotton Tee Shirts and Sweat Shirt Dog Puppy T Shirts Interlocked & overlocked.,pet supplies,Dog supplies,https://m.media-amazon.com/images/I/71H44M+fdVL._AC_UL320_.jpg,https://www.amazon.in/Cotton-Shirts-Sweat-Interlocked-overlocked/dp/B0BGL77GN5/ref=sr_1_6147?qid=1679214874&s=pet-supplies&sr=1-6147,,,₹699,"₹1,100"
